Regime,Mean_PnL,Std_PnL,PnL_5pct,PnL_95pct
Wartime,-4.338601793983313,94.99478197449186,-97.23547599070453,154.97576187867233
Peaceful,88.26246149454394,294.29581768517596,-120.35575007283805,652.1725460062647
